ID,risk_probability_default,decision
5035828,0.00011761083502270579,Approved
5035829,0.00011761083502270579,Approved
5035830,0.00011761083502270579,Approved
5035831,0.00011761083502270579,Approved
5035832,0.00011761083502270579,Approved
5035833,0.00011761083502270579,Approved
5035834,0.00011761083502270579,Approved
5035835,0.00024114372059699454,Approved
5035836,0.07046721011403326,Approved
5035839,0.07046721011403326,Approved
5035843,0.0008141802457788518,Approved
5035844,0.0008141802457788518,Approved
5035845,0.0008141802457788518,Approved
5035846,0.0008141802457788518,Approved
5035848,0.001757143220888677,Approved
5035849,0.0001881063605121096,Approved
5035850,0.0004795624130746267,Approved
5035851,0.0006614753677278915,Approved
5035852,0.0044708704061330075,Approved
5035857,0.9999997470970519,Rejected
5035858,0.9999997524603941,Rejected
5035859,0.9999997524603941,Rejected
5035860,0.9999997470970519,Rejected
5035862,6.536873346144959e-05,Approved
5035864,0.9999997470970519,Rejected
5035865,0.00024626314290784407,Approved
5035866,0.00024626314290784407,Approved
5035873,9.025941424036638e-06,Approved
5035877,0.0002360274433098003,Approved
5035881,0.0002360274433098003,Approved
5035885,0.0014296078903336632,Approved
5035886,0.0014296078903336632,Approved
5035887,0.023126215054788513,Approved
5035888,0.0014296078903336632,Approved
5035889,0.9999998559612199,Rejected
5035920,0.00019148777527236278,Approved
5035921,0.00019148777527236278,Approved
5035922,0.00019148777527236278,Approved
5035923,0.00019148777527236278,Approved
5035924,0.00019148777527236278,Approved
5035934,9.918741218378659e-06,Approved
5035940,0.0031910838186916036,Approved
5035941,0.0031910838186916036,Approved
5035942,0.0031910838186916036,Approved
5035943,0.038954693428719045,Approved
5035944,0.013865895618580863,Approved
5035945,0.0031910838186916036,Approved
5035946,0.0031910838186916036,Approved
5035947,0.0031910838186916036,Approved
5035948,0.00576396875420329,Approved
5035957,0.023525199633651225,Approved
5035958,0.03547635549690627,Approved
5035959,0.023525199633651225,Approved
5035960,0.023525199633651225,Approved
5035963,6.998152452043833e-05,Approved
5035964,6.998152452043833e-05,Approved
5035980,0.035487085804602976,Approved
5035981,0.035487085804602976,Approved
5035982,0.011143324451850744,Approved
5035989,0.00019805874231371896,Approved
5035990,0.00019805874231371896,Approved
5035991,1.1008809952947877e-05,Approved
5035992,0.0018541100741153109,Approved
5035993,0.004405384742475939,Approved
5035994,0.004405384742475939,Approved
5035995,0.004405384742475939,Approved
5035996,0.004405384742475939,Approved
5035997,0.0092719036245323,Approved
5035999,0.006093982984078366,Approved
5036000,0.006093982984078366,Approved
5036001,0.006093982984078366,Approved
5036002,0.006093982984078366,Approved
5036003,0.006093982984078366,Approved
5036004,0.006093982984078366,Approved
5036009,0.006093982984078366,Approved
5036010,0.006093982984078366,Approved
5036011,0.006093982984078366,Approved
5036012,0.006093982984078366,Approved
5036033,0.0010550496978189042,Approved
5036034,0.0007181604348493804,Approved
5036035,0.0007181604348493804,Approved
5036036,0.0023809860078800506,Approved
5036039,0.000301487836553682,Approved
5036040,0.000301487836553682,Approved
5036048,1.9116505632183084e-05,Approved
5036049,1.9116505632183084e-05,Approved
5036050,1.9116505632183084e-05,Approved
5036051,1.9116505632183084e-05,Approved
5036064,0.0005422100057098585,Approved
5036065,0.00013505032727139908,Approved
5036067,0.019997463166027282,Approved
5036073,0.010274828893517976,Approved
5036075,0.010274828893517976,Approved
5036077,0.010274828893517976,Approved
5036080,0.010274828893517976,Approved
5036081,0.010274828893517976,Approved
5036082,0.9999997360294639,Rejected
5036083,0.9999997360294639,Rejected
5036084,0.9999997360294639,Rejected
5036085,0.999999702339204,Rejected
5036086,0.9999997360294639,Rejected
5036087,0.9999996722819205,Rejected
5036091,1.5037960941896414e-05,Approved
5036092,3.1084669718529754e-05,Approved
5036093,3.1084669718529754e-05,Approved
5036095,3.1084669718529754e-05,Approved
5036097,0.010035889675964754,Approved
5036098,0.010035889675964754,Approved
5036100,0.010035889675964754,Approved
5036102,0.010035889675964754,Approved
5036103,0.010035889675964754,Approved
5036104,0.010035889675964754,Approved
5036108,0.010035889675964754,Approved
5036109,0.010035889675964754,Approved
5036110,0.010035889675964754,Approved
5036125,0.0006699104579653583,Approved
5036126,0.0006699104579653583,Approved
5036127,0.0006699104579653583,Approved
5036128,0.0006699104579653583,Approved
5036129,0.0006699104579653583,Approved
5036130,0.0006699104579653583,Approved
5036131,0.0007117380874253991,Approved
5036132,0.0007117380874253991,Approved
5036134,0.004235602568737585,Approved
5036135,0.0018839294549927185,Approved
5036142,0.016955398773483187,Approved
5036143,0.016955398773483187,Approved
5036144,0.0014157238444978733,Approved
5036145,0.06358537003410906,Approved
5036146,0.06358537003410906,Approved
5036147,0.06358537003410906,Approved
5036156,0.0005003099288914762,Approved
5036167,0.0012665999025546855,Approved
5036168,0.0012665999025546855,Approved
5036170,0.0012665999025546855,Approved
5036171,0.0012665999025546855,Approved
5036172,0.0012665999025546855,Approved
5036173,0.0012665999025546855,Approved
5036174,0.0012665999025546855,Approved
5036179,0.014987141486093949,Approved
5036180,0.00406295620942285,Approved
5036181,0.014987141486093949,Approved
5036183,0.014987141486093949,Approved
5036184,0.014987141486093949,Approved
5036185,0.014987141486093949,Approved
5036186,0.014987141486093949,Approved
5036187,0.014987141486093949,Approved
5036188,0.00406295620942285,Approved
5036189,0.014987141486093949,Approved
5036190,0.014987141486093949,Approved
5036191,0.007491906901214666,Approved
5036208,0.05330240892731755,Approved
5036215,0.05282094270807679,Approved
5036217,0.05282094270807679,Approved
5036218,0.05282094270807679,Approved
5036219,0.05282094270807679,Approved
5036220,0.05282094270807679,Approved
5036221,0.05282094270807679,Approved
5036240,0.0024068420043555304,Approved
5036241,0.0024068420043555304,Approved
5036242,0.001992553566937602,Approved
5036243,0.001992553566937602,Approved
5036245,0.0006723644015088579,Approved
5036246,0.0006723644015088579,Approved
5036247,0.0006723644015088579,Approved
5036248,0.0006723644015088579,Approved
5036250,0.0006723644015088579,Approved
5036251,0.0006723644015088579,Approved
5036252,0.0006723644015088579,Approved
5036253,0.0006723644015088579,Approved
5036254,0.0006723644015088579,Approved
5036255,0.0006723644015088579,Approved
5036256,0.0006723644015088579,Approved
5036257,0.0016342792978083509,Approved
5036258,0.0016342792978083509,Approved
5036260,0.0016342792978083509,Approved
5036265,0.015170443450919398,Approved
5036266,0.015170443450919398,Approved
5036267,0.015170443450919398,Approved
5036268,0.015170443450919398,Approved
5036269,0.015170443450919398,Approved
5036270,0.015170443450919398,Approved
5036271,0.015170443450919398,Approved
5036272,0.015170443450919398,Approved
5036273,0.015170443450919398,Approved
5036274,0.0004691792956311941,Approved
5036275,0.0006900295492597518,Approved
5036276,0.001419155650839377,Approved
5036277,0.00022680756083146098,Approved
5036278,0.00022680756083146098,Approved
5036279,3.19990944929348e-05,Approved
5036280,2.268803685672807e-05,Approved
5036289,0.006095845217871156,Approved
5036290,0.006095845217871156,Approved
5036291,0.006095845217871156,Approved
5036293,0.006095845217871156,Approved
5036294,0.004957478633442103,Approved
5036295,0.00043743350107653344,Approved
5036296,0.9999997914217842,Rejected
5036297,1.4878446770796788e-06,Approved
5036316,0.0022705133635150263,Approved
5036317,0.0022705133635150263,Approved
5036319,0.0022705133635150263,Approved
5036320,0.0022705133635150263,Approved
5036322,0.0022705133635150263,Approved
5036323,0.0022705133635150263,Approved
5036324,0.0022705133635150263,Approved
5036325,0.0022705133635150263,Approved
5036326,0.0022705133635150263,Approved
5036337,0.005657958964012876,Approved
5036338,0.005657958964012876,Approved
5036339,0.005657958964012876,Approved
5036340,0.005657958964012876,Approved
5036341,0.005657958964012876,Approved
5036342,0.005657958964012876,Approved
5036354,0.0156915915374689,Approved
5036355,0.012768928618563508,Approved
5036356,0.0156915915374689,Approved
5036357,0.004799398848975032,Approved
5036358,0.004799398848975032,Approved
5036359,0.004799398848975032,Approved
5036360,0.004799398848975032,Approved
5036374,0.001324407768664982,Approved
5036375,0.001324407768664982,Approved
5036377,0.001324407768664982,Approved
5036396,0.9999999986475827,Rejected
5036397,0.9999999986475827,Rejected
5036398,0.9999999986475827,Rejected
5036399,0.9999999984635215,Rejected
5036400,0.9999999984635215,Rejected
5036401,0.3961960608773554,Approved
5036402,0.9999999984635215,Rejected
5036403,0.9999999986475827,Rejected
5036404,0.9999999986475827,Rejected
5036405,0.9784451050869863,Rejected
5036406,0.9999999984635215,Rejected
5036407,0.9999999984635215,Rejected
5036408,0.9999999986475827,Rejected
5036409,0.00030876611135427674,Approved
5036412,0.009282213563494072,Approved
5036413,0.009282213563494072,Approved
5036442,0.0066188743549375675,Approved
5036444,0.0066188743549375675,Approved
5036445,0.0066188743549375675,Approved
5036446,0.0066188743549375675,Approved
5036447,0.0033779149225188834,Approved
5036451,0.0033779149225188834,Approved
5036452,0.004974894094888765,Approved
5036453,0.141512414515959,Approved
5036454,0.0026505695780889233,Approved
5036455,0.0054707919505260685,Approved
5036459,0.9580386885446367,Rejected
5036460,0.00022601978486762192,Approved
5036462,5.0066914443500574e-05,Approved
5036464,9.733834499766476e-06,Approved
5036465,0.0032983525334620185,Approved
5036466,0.16309225664323843,Approved
5036467,0.03565623430479358,Approved
5036468,0.01407998075068656,Approved
5036470,0.006234589838159476,Approved
5036472,0.003055754420591065,Approved
5036473,0.0011244301958811085,Approved
5036474,0.9999989159945302,Rejected
5036475,0.002956057444119583,Approved
5036478,0.0010993312054455192,Approved
5036479,7.11658106486731e-05,Approved
5036480,0.0007260094050775733,Approved
5036481,0.009297656133609488,Approved
5036483,2.624106436204356e-05,Approved
5036484,0.0020018158626961364,Approved
5036485,0.0026662108051283633,Approved
5036488,2.024426268584669e-05,Approved
5036489,0.002845843929522416,Approved
5036490,0.0007411593668499508,Approved
5036492,0.9999937738731562,Rejected
5036496,0.01548690560403962,Approved
5036498,0.000624585672882261,Approved
5036499,0.0005038705056713749,Approved
5036501,0.9999998719161081,Rejected
5036503,0.03139801202142317,Approved
5036504,0.0027576403020751175,Approved
5036508,0.9999993990463548,Rejected
5036509,0.0021707067842593737,Approved
5036511,0.004046818528831402,Approved
5036512,0.0010067123632736478,Approved
5036513,1.9846552476220655e-05,Approved
5036514,0.005338439570366245,Approved
5036515,0.02856150195205873,Approved
5036516,0.0028269983684247077,Approved
5036517,0.0010473816308402876,Approved
5036518,0.02182018488487981,Approved
5036519,0.99999948543078,Rejected
5036520,0.002160355101917057,Approved
5036521,4.521298175354796e-05,Approved
5036523,0.0003819736662568793,Approved
5036524,0.0003340519021066767,Approved
5036525,6.853871902651822e-05,Approved
5036526,0.00012926833778873257,Approved
5036527,0.0036644413501974488,Approved
5036530,2.6658795313034486e-05,Approved
5036531,0.0011758429183174309,Approved
5036532,2.7215902573366106e-05,Approved
5036533,0.0012141800080281812,Approved
5036534,0.0004116892727671889,Approved
5036536,0.0004630799658895613,Approved
5036538,0.001773333916548647,Approved
5036539,1.2813363494500434e-05,Approved
5036540,0.9999992925219843,Rejected
5036541,0.003873866915865741,Approved
5036542,0.999998969572778,Rejected
5036544,0.002413552184826584,Approved
5036546,0.00018406094371943392,Approved
5036547,9.525063424613106e-05,Approved
5036549,0.013896894453266329,Approved
5036550,0.0007489657988817468,Approved
5036551,0.0016331133019528853,Approved
5036552,0.0003209215916095655,Approved
5036553,0.002112468869618691,Approved
5036554,0.0049294677244590985,Approved
5036556,0.999998898376326,Rejected
5036557,0.0004611905382682319,Approved
5036558,0.00412613069367514,Approved
5036560,0.006522450578325231,Approved
5036562,3.074422588531216e-05,Approved
5036564,0.01880795968509273,Approved
5036565,0.0022586437120901055,Approved
5036567,0.0066211917856823935,Approved
5036570,0.02765406494155236,Approved
5036572,0.0018620741845847082,Approved
5036573,0.015125282235489788,Approved
5036574,0.07536525946478285,Approved
5036575,0.0011859593609597286,Approved
5036576,0.0005305660477382322,Approved
5036577,0.015886126379984346,Approved
5036580,9.237997099306902e-05,Approved
5036581,0.1238256035017418,Approved
5111152,0.1238256035017418,Approved
5036582,0.0011831433729635116,Approved
5111153,0.999999823681448,Rejected
5111154,0.999999823681448,Rejected
5111155,0.005742240217028462,Approved
5036583,0.0009297061572233036,Approved
5036584,0.004759926090777756,Approved
5036585,3.406484260227685e-05,Approved
5111165,2.5797382686980372e-05,Approved
5111166,1.0940172673058195e-05,Approved
5036586,0.0016349587802999813,Approved
5036587,0.0033779015201152434,Approved
5036588,2.986911976660862e-05,Approved
5036589,1.614884921567667e-05,Approved
5036592,0.028198592432579522,Approved
5036593,6.260550046547525e-06,Approved
5036594,0.0003578707938651033,Approved
5036595,0.999999932744737,Rejected
5036596,1.0761383762638577e-05,Approved
5036599,0.03920738828421157,Approved
5036600,8.243495310453181e-05,Approved
5036603,0.9999986472612201,Rejected
5036604,0.0009277552517903847,Approved
5036605,0.0009277552517903847,Approved
5036606,0.004672899107974548,Approved
5036607,0.00011542223367088449,Approved
5036609,0.0009258992691572686,Approved
5036610,0.0008391517657601186,Approved
5111111,0.0004543846190765993,Approved
5111112,1.8330249922134815e-05,Approved
5111113,0.0011496564107692762,Approved
5111114,1.8330249922134815e-05,Approved
5111115,0.0026556432878732206,Approved
5036611,2.5701296882631146e-05,Approved
5036612,0.0049670482879623674,Approved
5036613,0.0011894624237238955,Approved
5036614,0.02002912684210849,Approved
5036615,0.004663243208869075,Approved
5036619,0.0012363546433097736,Approved
5036620,0.016578797117189077,Approved
5036621,0.9999993125301724,Rejected
5036622,0.009268263241884211,Approved
5036623,0.009268263241884211,Approved
5036625,0.9999996119986301,Rejected
5036626,0.02455177659456819,Approved
5036627,0.00010367856756176479,Approved
5036628,0.00037616477174007735,Approved
5036629,0.0009515726106618389,Approved
5111142,0.0009515726106618389,Approved
5111143,0.000475120243362201,Approved
5036630,0.0004794971462498005,Approved
5036631,0.0003107580013773551,Approved
5036632,0.003747253749697721,Approved
5036633,0.0004847396220316296,Approved
5036634,0.005169478783146052,Approved
5036637,0.00026418987177486726,Approved
5036638,0.00026418987177486726,Approved
5036639,0.00014516376027673658,Approved
5036640,0.00036990690827704443,Approved
5036641,0.00045016170466706214,Approved
5036642,0.00029710271849977887,Approved
5036643,0.9999976350835211,Rejected
5036644,0.9999978804121823,Rejected
5036645,5.5665123280454546e-05,Approved
5036647,0.9999997048885034,Rejected
5036648,0.019027405405812818,Approved
5036651,0.003982603962318754,Approved
5036654,0.00012696757815281625,Approved
5036655,0.9999987281009438,Rejected
5036657,0.00015785193895578368,Approved
5036662,0.006140058183918339,Approved
5036665,0.021330977275896,Approved
5036668,0.025021587949380142,Approved
5036669,0.002618002875746385,Approved
5036671,0.005701628336958558,Approved
5036672,0.0024642175838757094,Approved
5036673,0.0035701448022584536,Approved
5036674,0.00022433024481863624,Approved
5036676,0.0020345986924964394,Approved
5036677,8.781412225548953e-05,Approved
5036678,0.030245282545932037,Approved
5036679,0.0009665694216526376,Approved
5036680,0.0005776250462842318,Approved
5036681,9.565991319494799e-05,Approved
5036682,0.013956781925760263,Approved
5036683,0.006109076756268029,Approved
5036684,5.719556871402743e-05,Approved
5036685,0.04467412056134042,Approved
5036687,0.12825005017217064,Approved
5036688,0.0006563861394133928,Approved
5036690,6.0313135121810005e-05,Approved
5036691,6.302250971850899e-05,Approved
5036693,0.0005669644344847126,Approved
5036694,1.6300901231332637e-05,Approved
5036695,5.371765462805107e-05,Approved
5036697,9.499209144924462e-05,Approved
5036699,9.630592671731162e-05,Approved
5036702,0.0002828993582594228,Approved
5036704,0.02730060562448976,Approved
5036707,0.04208366014966477,Approved
5036708,0.03880944822881937,Approved
5036710,0.0027717852613685957,Approved
5036711,0.0013393887637860734,Approved
5146374,0.9999998491567487,Rejected
5146375,0.0009999845386822396,Approved
5146376,0.0013393887637860734,Approved
5036712,1.8687793497252486e-06,Approved
5036713,0.9999985073559368,Rejected
5036714,8.403199896395368e-05,Approved
5146462,3.7580149367156206e-05,Approved
5146463,9.490523038637147e-05,Approved
5146464,1.8687793497252486e-06,Approved
5146465,9.490523038637147e-05,Approved
5146466,0.0004195569581193368,Approved
5146467,6.172360309594798e-05,Approved
5146468,1.8687793497252486e-06,Approved
5146469,0.00011026712541742625,Approved
5036715,0.007009063020275408,Approved
5036718,2.662121041802929e-05,Approved
5036719,0.005454096803013005,Approved
5139544,1.2663527733283714e-05,Approved
5139545,0.00019578359990468086,Approved
5139546,1.2663527733283714e-05,Approved
5139547,2.2708982250578973e-05,Approved
5036720,0.00040138812598788806,Approved
5139989,0.00017080903754503545,Approved
5139990,0.0007219999337571811,Approved
5139991,0.00017080903754503545,Approved
5139993,0.00017080903754503545,Approved
5139994,0.00040138812598788806,Approved
5139995,0.00017080903754503545,Approved
5139996,0.0219146998547381,Approved
5139997,0.00017080903754503545,Approved
5139998,0.00017080903754503545,Approved
5036721,6.431384193873916e-05,Approved
5140183,6.149885720414377e-05,Approved
5036722,3.0420380708847507e-05,Approved
5036724,0.0004945654346363642,Approved
5036726,7.361672395135964e-06,Approved
5036727,0.00013116005096023222,Approved
5036728,0.012732429824401231,Approved
5036729,0.02914814259873486,Approved
5036730,0.01048800106522782,Approved
5036732,0.0021306450984100067,Approved
5036733,0.006778345402993354,Approved
5036735,0.00709543978683535,Approved
5036737,0.00021391222875332105,Approved
5036739,0.006030723439050891,Approved
5036742,0.0001523230728671154,Approved
5036743,0.0028034439196782503,Approved
5036745,1.3295270280319444e-05,Approved
5146233,4.026630417310481e-05,Approved
5036750,4.908998923254355e-05,Approved
5146478,0.0005238358478989153,Approved
5146479,0.0005238358478989153,Approved
5146482,9.280201064177351e-05,Approved
5146483,0.0005238358478989153,Approved
5146484,0.00021317116383123065,Approved
5036751,1.7188995311557824e-05,Approved
5146530,0.0031916391073550003,Approved
5146531,0.0005891650054240883,Approved
5146533,0.0027035681399119305,Approved
5146534,0.0020198650277811862,Approved
5146535,0.0020198650277811862,Approved
5036752,0.00011496555172412936,Approved
5036753,2.7926596308721704e-05,Approved
5036754,0.00021744551345385593,Approved
5139350,0.00021744551345385593,Approved
5036756,0.0011176354382252023,Approved
5036757,0.0009687937192115766,Approved
5150350,0.0009687937192115766,Approved
5150353,0.00021650561126417282,Approved
5150354,0.00040559782514447786,Approved
5150355,0.0011533026276800084,Approved
5150356,0.0011176354382252023,Approved
5150358,0.0029037371175295516,Approved
5150359,0.00010735013764596844,Approved
5150361,0.0013579468817905911,Approved
5150362,0.0011176354382252023,Approved
5150363,0.015001565573358152,Approved
5036758,0.00046884193052023097,Approved
5036760,0.9999994503974684,Rejected
5036761,0.0008998322319097795,Approved
5036762,0.004251394131337654,Approved
5036763,0.9999980039617768,Rejected
5036764,0.0004920116031031156,Approved
5036765,0.10432401143488985,Approved
5036766,0.004185652857723776,Approved
5036767,0.0017135014319855629,Approved
5036770,0.03305255019179422,Approved
5036772,0.09554388524062686,Approved
5036774,0.018389250459932577,Approved
5036777,0.0012304689217676927,Approved
5036780,0.060333760556712336,Approved
5036781,0.014950316812633471,Approved
5036785,0.0012730722523116597,Approved
5036788,0.9999990368203209,Rejected
5036789,2.3472433274231703e-06,Approved
5036790,2.3472433274231703e-06,Approved
5036792,0.01284368227455989,Approved
5036793,3.3890044466859545e-05,Approved
5036794,3.3890044466859545e-05,Approved
5036796,0.0039292149821991,Approved
5036797,0.9999995470576182,Rejected
5036801,0.030145468945404277,Approved
5146081,0.9583617842664285,Rejected
5146082,0.9583617842664285,Rejected
5146083,0.010705529683949,Approved
5146084,0.012098306606831876,Approved
5146085,0.0004988806211618294,Approved
5146086,0.928819547142629,Rejected
5146087,0.869902748132351,Rejected
5036806,0.00021018537831248238,Approved
5146485,0.0010367390664888351,Approved
5146487,0.00021018537831248238,Approved
5146488,0.00021444608837863435,Approved
5036807,3.111804255363462e-05,Approved
5036808,2.99139496063244e-05,Approved
5036809,0.004765212634614679,Approved
5036813,0.007876191982405373,Approved
5036814,0.007876191982405373,Approved
5150385,0.007876191982405373,Approved
5150386,0.00021554582565271163,Approved
5150387,0.00021493879788324024,Approved
5036815,0.002389705874451762,Approved
5036816,0.00012010609230448353,Approved
5036817,0.004699957447295205,Approved
5036818,0.00016834414059545418,Approved
5036822,7.906818631698765e-05,Approved
5036827,0.00453375888331377,Approved
5036828,2.9336070676664e-05,Approved
5036830,0.000390600650843223,Approved
5036831,0.002853952055740811,Approved
5036832,0.002853952055740811,Approved
5146093,0.0008699195685617568,Approved
5146094,0.0008699195685617568,Approved
5146095,0.0007211497028281993,Approved
5146096,0.0013138250614839792,Approved
5146097,0.0025132514161616145,Approved
5146098,0.0025132514161616145,Approved
5146099,0.0025579868999083878,Approved
5146100,0.002853952055740811,Approved
5146101,0.056476601940245855,Approved
5146102,0.0008691146966664444,Approved
5146103,0.0032210500589136206,Approved
5146105,0.0032210500589136206,Approved
5036834,0.0009387312309139761,Approved
5146268,0.000880605064209108,Approved
5146269,0.000880605064209108,Approved
5146270,0.000880605064209108,Approved
5146271,0.000880605064209108,Approved
5146272,0.0021388551795144418,Approved
5146273,0.003390377898388801,Approved
5036836,0.00013132142091319847,Approved
5139354,0.00013132142091319847,Approved
5036837,0.0035514336735937026,Approved
5139355,0.005065645585056235,Approved
5139356,0.002317089933763303,Approved
5139357,0.015447364595860734,Approved
5139358,0.006685236868595782,Approved
5036839,0.00019392844639688005,Approved
5139793,0.00019392844639688005,Approved
5139796,0.0004581245171789684,Approved
5139797,0.001024944837509637,Approved
5139798,7.213604629667464e-05,Approved
5036841,0.0006608359200477845,Approved
5036842,0.004214997198222029,Approved
5036843,0.0003067826178261089,Approved
5036846,0.001185438912689512,Approved
5036847,1.9889662842517048e-06,Approved
5036848,0.008227397189540688,Approved
5036849,0.11131983702858173,Approved
5145836,0.10903312073619614,Approved
5145837,0.002428777728127903,Approved
5036851,0.00055530555089616,Approved
5036879,0.0011599398219230234,Approved
5145841,0.00014852130404279716,Approved
5145842,0.0019309642983511058,Approved
5145843,0.001790656123930679,Approved
5145844,0.9999996605191213,Rejected
5145845,0.00014852130404279716,Approved
5145847,0.001682921249229617,Approved
5036852,0.00021870984725269903,Approved
5146279,0.0004318025667480697,Approved
5146280,7.949589560547425e-05,Approved
5146283,0.0005237856807770516,Approved
5146284,0.000385872379570787,Approved
5146285,0.002705623916440692,Approved
5146290,0.0004318025667480697,Approved
5146291,0.0002102586300408089,Approved
5146292,0.0013485260953496482,Approved
5036853,0.0009731658403431863,Approved
5036854,0.020072705647854523,Approved
5036855,0.9999997371538698,Rejected
5036857,0.008230655656318493,Approved
5139364,0.008230655656318493,Approved
5139365,0.005388436821721819,Approved
5139367,0.0002395973412460287,Approved
5139370,0.0030171254521220037,Approved
5139371,0.0030171254521220037,Approved
5139372,0.00012446576784748919,Approved
5036859,8.291109956933416e-06,Approved
5036860,0.004595908217524238,Approved
5036861,0.9999990888325814,Rejected
5036862,2.915902528725531e-05,Approved
5150229,0.0002941714571207165,Approved
5150230,0.00010663576840345267,Approved
5036863,0.000426770651373918,Approved
5150233,0.00015465256443599363,Approved
5150234,3.0427785985652623e-05,Approved
5150235,0.0040122356218787935,Approved
5036868,0.00747108919083965,Approved
5036870,1.998382318163359e-05,Approved
5036871,5.684957287179911e-05,Approved
5036873,3.830409567201458e-05,Approved
5036875,0.00027848690373461475,Approved
5036876,0.00015062096643494267,Approved
5036880,0.5146937883701201,Approved
5145850,0.7195229009090249,Rejected
5145851,0.3320773721938684,Approved
5145852,0.9999999676261896,Rejected
5145853,0.973010326062629,Rejected
5036881,1.1725655527619507e-05,Approved
5036882,0.9999985715503962,Rejected
5145987,0.0014899327876935538,Approved
5145989,0.0006790669689414066,Approved
5036883,0.02290462977865026,Approved
5146125,0.0006556632543660837,Approved
5146126,0.001050362261782062,Approved
5036884,0.0011825126353460175,Approved
5036885,0.9999999964872122,Rejected
5139604,0.9999999964872122,Rejected
5139606,0.9999999964872122,Rejected
5139608,0.9999999967581625,Rejected
5139609,0.9843181527416118,Rejected
5036886,0.0029356367646510813,Approved
5036887,0.021577532029102238,Approved
5140061,0.003314198185764342,Approved
5140063,0.009861902506403524,Approved
5140064,0.07196507031358935,Approved
5140065,0.0019703137483555178,Approved
5036888,0.0015779625840135329,Approved
5036889,0.0015779625840135329,Approved
5036890,0.0003754054345217529,Approved
5150243,0.00025602500362089065,Approved
5150245,0.00025602500362089065,Approved
5150246,0.0023136466750475156,Approved
5150247,0.0015779625840135329,Approved
5150248,0.015344857737429012,Approved
5036895,0.010015857295927764,Approved
5036896,0.0030451780026062277,Approved
5036897,0.07134821598823798,Approved
5036898,0.9999997568531359,Rejected
5036900,0.004334783644150015,Approved
5036901,0.002358850773714481,Approved
5036902,0.002919481811825234,Approved
5146489,0.002358850773714481,Approved
5146490,0.006291316935489419,Approved
5146491,0.006291316935489419,Approved
5146492,7.910696790280215e-06,Approved
5146493,0.00012809069778970422,Approved
5146494,0.0005413290720410666,Approved
5146495,0.002411545663116627,Approved
5146496,0.009690240576874098,Approved
5146497,0.007199337344928091,Approved
5036903,8.997549809574391e-05,Approved
5036906,0.0013663382824184397,Approved
5036907,0.0003821894932585011,Approved
5036908,0.029622527224090135,Approved
5036909,0.02392574412015397,Approved
5036910,0.02392574412015397,Approved
5036914,4.645985423570466e-06,Approved
5036915,0.005158365676721385,Approved
5036916,0.0033288587031387183,Approved
5036917,9.469495645279041e-05,Approved
5036921,0.0010433648302208506,Approved
5036922,0.0005999283999720228,Approved
5036923,0.0008392040650391749,Approved
5036924,0.9970569691802443,Rejected
5036925,0.9999999426348705,Rejected
5036926,0.0011331763993486792,Approved
5036931,9.182522425472652e-05,Approved
5036933,2.5189625507143324e-06,Approved
5036934,1.4254240158696033e-05,Approved
5145868,1.4254240158696033e-05,Approved
5145869,2.5189625507143324e-06,Approved
5145871,9.171125019568088e-06,Approved
5145872,9.16710787197244e-06,Approved
5145873,1.0211658469851745e-05,Approved
5145876,7.372850155920762e-06,Approved
5145877,0.00025618943183501944,Approved
5145878,0.0163664213198831,Approved
5145879,0.0032289062989809213,Approved
5036936,0.0011233200339547625,Approved
5146307,4.465532179620358e-06,Approved
5146308,0.001096710062747363,Approved
5146309,0.001096710062747363,Approved
5146310,0.0004898496059623498,Approved
5036939,0.008236077316362491,Approved
5036940,0.01314536407064688,Approved
5036943,0.0016452536832808175,Approved
5036944,0.10659242321117265,Approved
5036945,0.027464605410283373,Approved
5036946,0.011994771705566672,Approved
5140089,0.0003339150180981536,Approved
5140090,0.0005807875287621934,Approved
5140091,0.0003339150180981536,Approved
5140092,0.0003339150180981536,Approved
5036947,5.2842651881523316e-05,Approved
5036948,6.487923348521082e-05,Approved
5036949,0.0002206982155531243,Approved
5036950,0.019153188193066745,Approved
5036951,0.00883701589070373,Approved
5036953,2.3183438369185337e-05,Approved
5036955,0.025524309969638014,Approved
5036956,0.06274689552401047,Approved
5036957,0.13337866656607783,Approved
5036958,0.0675487846336882,Approved
5036959,0.0012458409747131579,Approved
5036960,0.0016422092844607323,Approved
5036961,0.0005203354995425897,Approved
5036962,0.0020779556351474488,Approved
5036963,0.021041609464791916,Approved
5036964,0.17812663348373908,Approved
5036966,0.0062593386148928065,Approved
5036967,0.00402525988239337,Approved
5036968,0.0061011670056316785,Approved
5036969,0.015844448002005528,Approved
5036970,8.861066375567761e-05,Approved
5036971,0.00017661362766052314,Approved
5036972,0.9999996105633624,Rejected
5139406,9.694702091290665e-05,Approved
5139407,0.9999993570427876,Rejected
5139410,0.00014559597871320845,Approved
5139411,0.00017125613450958853,Approved
5139412,0.999999476660188,Rejected
5139413,0.9999997779554721,Rejected
5036974,0.0014880635948772206,Approved
5139648,0.01795141282830231,Approved
5139649,0.0014880635948772206,Approved
5139650,0.008375562595536817,Approved
5139651,0.01795141282830231,Approved
5139652,0.05378113682332677,Approved
5139653,0.011169850590470308,Approved
5036975,0.0017953922750318675,Approved
5036976,0.004157028634219894,Approved
5139657,0.0064764976681287246,Approved
5139658,0.0064764976681287246,Approved
